id|ident|name|type|frequency|latitude|longitude|elevation|isoCountry|magneticVariation|usageType|power|associatedAirport
95491|WQG|Wangqing|VOR-DME|112100|43.29499816894531|129.7830047607422|1051|CN|-9.528|BOTH|HIGH|
95492|WR|Woomera|NDB|248|-31.143299102783203|136.80799865722656|548|AU|6.515|BOTH|HIGH|YPWR
95493|WR|Varna|NDB|526|43.22420120239258|27.90679931640625||BG|4.257|TERMINAL|LOW|LBWN
95494|WR|Jiayuguan|NDB|341|39.81669998168945|98.38330078125||CN|-0.404|BOTH|MEDIUM|
95495|WR|Surabaya|NDB|400|-7.366209983825684|112.7030029296875||ID|1.248|BOTH|MEDIUM|WARR
95496|WR|Voronezh|NDB|289|51.845001220703125|39.176700592041016||RU|8.267|TERMINAL|MEDIUM|UUOO
95497|WR|Wonderboom|NDB|230|-25.653600692749023|28.24250030517578|4095|ZA|-17.089|BOTH|MEDIUM|FAWB
95498|WR|Whangarei|NDB-DME|326|-35.77180099487305|174.36199951171875|133|NZ|18.453|BOTH|MEDIUM|NZWR
95499|WRB|Warburg|VOR-DME|113700|51.505699157714844|9.110910415649414|843|DE|0.527|BOTH|HIGH|
95500|WRN|Varna|VOR-DME|112400|43.23139953613281|27.81719970703125|197|BG|4.249|BOTH|HIGH|LBWN
95501|WS|Vitebsk|NDB|524|55.108299255371094|30.27669906616211||BY|7.277|TERMINAL|HIGH|UMII
95502|WS|Westport|NDB-DME|278|-41.742401123046875|171.5800018310547|13|NZ|21.555|BOTH|MEDIUM|NZWS
95503|WSM|Washim|VOR|114500|20.11750030517578|77.16549682617188||IN|-0.459|BOTH|HIGH|
95504|WSR|Weser|VOR|112900|53.34769821166992|8.875340461730957||DE|0.434|BOTH|HIGH|
95505|WST|Weston|VOR-DME|114700|53.35300064086914|-6.494870185852051|200|IE|-5.076|BOTH|MEDIUM|EIWT
95506|WT|Vitim|NDB|365|59.46670150756836|112.53299713134766||RU|-8.409|BOTH|HIGH|
95507|WT|Kartino|NDB|122|55.58330154418945|37.78329849243164||RU|9.379|BOTH|HIGH|
95508|WTD|Waterford|NDB|368|52.18899917602539|-7.083340167999268||IE|-5.104|LO|MEDIUM|EIWF
95509|WTM|Wittmundhafen|TACAN|113500|53.554298400878906|7.725170135498047|61|DE|0.19|BOTH|HIGH|ETNJ
95510|WTN|Warton|TACAN|113200|53.740299224853516|-2.8928399085998535|54|GB|-3.457|BOTH|LOW|EGNO
95511|WTN|Winton|NDB|386|-22.365299224853516|143.08399963378906|638|AU|7.219|BOTH|MEDIUM|YWTN
95512|WTN|Warton|NDB|337|53.75170135498047|-2.8522400856018066||GB|-3.448|TERMINAL|LOW|EGNO
95513|WTZ|Wattisham|TACAN|109300|52.12189865112305|0.9404690265655518|324|GB|-1.584|HI|HIGH|EGUW
95514|WU|Sosnovka|NDB|450|54.13330078125|46.650001525878906||RU|10.493|BOTH|HIGH|
95515|WU|Wanganui|NDB-DME|382|-39.95940017700195|175.02699279785156|27|NZ|21.14|BOTH|MEDIUM|NZWU
95516|WUN|Wunstorf|TACAN|114850|52.46030044555664|9.444829940795898|202|DE|0.569|BOTH|HIGH|ETNW
95517|WUN|Wunstorf|NDB|419|52.45930099487305|9.454660415649414|203|DE|0.571|BOTH|LOW|ETNW
95518|WUR|Wurzburg|VOR|110200|49.717498779296875|9.946999549865723|1052|DE|1.11|BOTH|HIGH|
95521|WW|Palembang|NDB|380|-2.905280113220215|104.71600341796875|37|ID|0.264|BOTH|MEDIUM|WIPP
95522|WW|Vaganovo|NDB|102|54.45000076293945|62.31669998168945||RU|12.195|BOTH|HIGH|
95523|WWL|West Wyalong|NDB|389|-33.935699462890625|147.19000244140625||AU|11.155|BOTH|MEDIUM|YWWL
95524|WX|Changshengqiao|NDB|306|29.514999389648438|106.66000366210938||CN|-2.074|BOTH|HIGH|ZUCK
95525|WXI|Weixian|VOR-DME|115700|36.36330032348633|114.91699981689453|206|CN|-5.06|BOTH|HIGH|
95526|WY|Wrigley|NDB|222|63.21269989013672|-123.43000030517578|493|CA|25.12|BOTH|MEDIUM|CYWY
95527|WY|Wenyan|NDB|572|30.1200008392334|120.19999694824219|1|CN|-4.47|BOTH|MEDIUM|ZSHC
95528|WY|Wattay|NDB|389|18.0044002532959|102.5459976196289||LA|-0.462|BOTH|MEDIUM|VLVT
95529|WY|Wolseley|NDB|248|-33.41389846801758|19.186899185180664||ZA|-23.548|BOTH|MEDIUM|
95530|WYM|Wyndham|NDB|372|-15.509699821472168|128.1510009765625|14|AU|3.167|BOTH|MEDIUM|YWYM
95531|WYN|Wongyuan|VOR-DME|113900|24.34670066833496|114.11199951171875|141|CN|-2.377|BOTH|HIGH|
95532|WYP|Wipper|VOR|109600|51.04840087890625|7.28000020980835|902|DE|0.195|TERMINAL|HIGH|
95533|WYY|Wynyard|VOR|115800|-40.999298095703125|145.7259979248047|62|AU|13.084|BOTH|HIGH|YWYY
95534|WYY|Wynyard|NDB|302|-40.99800109863281|145.70799255371094|62|AU|13.078|BOTH|MEDIUM|YWYY
95535|WZ|Kamenka|NDB|230|55.21670150756836|37||RU|9.171|BOTH|HIGH|
95536|WZ|Srednebeloye|NDB|460|50.63330078125|128.0330047607422||RU|-12.029|BOTH|HIGH|
95537|WZ|Turkmenbashi|NDB|350|40.0182991027832|53.02080154418945||TM|5.152|BOTH|MEDIUM|UTAK
95538|X2|Athabasca|NDB-DME|329|54.73749923706055|-113.19999694824219|1990|CA|17.025|LO|MEDIUM|CYWM
95539|X7|Donaldson|VOR-DME|114500|61.66059875488281|-73.31719970703125|1906|CA|-27.474|BOTH|HIGH|CTP9
95540|XA|Oshima|NDB|214|34.68880081176758|139.39700317382812||JP|-6.376|BOTH|MEDIUM|RJTO
95541|XAC|Oshima|VORTAC|113100|34.71229934692383|139.41400146484375|2078|JP|-6.378|BOTH|HIGH|RJTO
95542|XBE|Bearskin Lake|NDB|206|53.96009826660156|-91.033203125|931|CA|-3.195|LO|LOW|CNE3
95543|XBG|Bagotville|TACAN|111800|48.329498291015625|-70.99569702148438|531|CA|-17.563|BOTH|HIGH|CYBG
95544|XBR|Brantley|NDB|410|31.561800003051758|-86.29299926757812||US|-2.195|TERMINAL|LOW|K04A
95545|XC|Cranbrook|NDB|242|49.682498931884766|-115.78299713134766||CA|16.314|BOTH|MEDIUM|CYXC
95546|XCG|Castlegar|DME|110100|49.252201080322266|-117.66300201416016|1695|CA|17.02|BOTH|LOW|CYCG
95547|XCR|Ripley|NDB|404|46.0786018371582|-94.34329986572266|1149|US|2.039|TERMINAL|LOW|
95548|XD|Edmonton|NDB|266|53.64360046386719|-113.51300048828125||CA|16.498|BOTH|MEDIUM|CYXD
95549|XE|Saskatoon|NDB|257|52.189701080322266|-106.81400299072266||CA|12.234|BOTH|LOW|CYXE
95550|XEN|Xenia|NDB|395|39.7150993347168|-83.92990112304688|970|US|-5.425|TERMINAL|LOW|I19
95551|XG|Lakeshore|NDB|338|60.11280059814453|-128.7989959716797|2262|CA|23.593|LO|LOW|CYQH
95552|XH|Medicine Hat|NDB|332|50.013099670410156|-110.79900360107422||CA|14.226|BOTH|LOW|CYXH
95553|XI|Christmas Island|NDB|333|1.9880599975585938|-157.35299682617188||KI|9.003|LO|LOW|PLCH
95554|XIC|Xichang|VOR-DME|114200|27.998300552368164|102.18000030517578|5121|CN|-1.186|BOTH|HIGH|ZUXC
95555|XJ|Fort St.jJhn|NDB|326|56.284400939941406|-120.84500122070312||CA|20.46|||CYXJ
95556|XJT|Xuejiadao|VOR-DME|117000|35.961700439453125|120.23999786376953|70|CN|-6.17|BOTH|HIGH|ZSQD
95557|XK|Pingzhou|NDB|353|23.020000457763672|113.19000244140625|20|CN|-2.152|BOTH|MEDIUM|
95558|XL|Sioux Lookout|DME|113100|50.117801666259766|-91.89859771728516|1337|CA|-1.047|BOTH|LOW|CYXL
95559|XM|Kowa|NDB|325|34.75210189819336|136.92599487304688||JP|-6.561|LO|MEDIUM|
95560|XMA|Gama|VOR|117300|-15.878299713134766|-47.92179870605469|3479|BR|-20.189|TERMINAL|LOW|SBBR
95561|XMC|Kowa|VORTAC|113500|34.7046012878418|136.95799255371094|314|JP|-6.549|BOTH|HIGH|
95562|XMN|Xiamen|VOR-DME|114500|24.54170036315918|118.12200164794922|98|CN|-3.129|BOTH|HIGH|ZSAM
95563|XMX|Christmas Island|VOR-DME|112400|-10.430299758911133|105.69000244140625|1000|CX|0.195|BOTH|HIGH|YPXM
95564|XNB|Kaposvar|NDB|235|46.387699127197266|17.73509979248047|512|HU|3|TERMINAL|LOW|LHKV
95565|XNE|Spring Hill|NDB|281|31.68429946899414|-85.97440338134766|495|US|-2.344|TERMINAL|LOW|
95566|XO|Petrozavodsk|NDB|340|61.81999969482422|34.09830093383789||RU|11.118|TERMINAL|MEDIUM|ULPB
95567|XPC|Chapeco|VOR-DME|116100|-27.135700225830078|-52.66299819946289|2146|BR|-15.08|BOTH|HIGH|SBCH
95568|XPC|Chapeco|NDB|173|-27.130800247192383|-52.64929962158203|2146|BR|-15.087|BOTH|MEDIUM|SBCH
95569|XPP|Kamloops|DME|109900|50.70610046386719|-120.45999908447266|1129|CA|18.209|BOTH|LOW|CYKA
95570|XQA|Squaw|NDB|236|45.52170181274414|-69.67449951171875|1185|US|-17.149|TERMINAL|LOW|
95571|XR|Selikhino|NDB|615|50.38330078125|137.5500030517578||RU|-12.05|BOTH|HIGH|
95572|XR|Kastner|NDB-DME|379|35.51499938964844|139.39500427246094|368|JP|-6.549|TERMINAL|MEDIUM|RJTR
95573|XRO|Florianopolis|VOR-DME|117800|-27.670299530029297|-48.54669952392578|19|BR|-17.428|BOTH|HIGH|SBFL
95574|XS|Prince George|NDB|272|53.82830047607422|-122.65399932861328||CA|20.069|BOTH|MEDIUM|CYXS
95575|XS|Beda No 1|NDB|365|28.5|19||LY|1.598|LO|LOW|
95576|XSF|Springfield|TACAN|133800|39.83810043334961|-83.8405990600586|1050|US|-5.486|BOTH|LOW|KSGH
95577|XSH|Xishui|VOR-DME|115400|30.43829917907715|115.2699966430664|141|CN|-3.592|BOTH|HIGH|
95578|XT|Terrace|NDB|332|54.3739013671875|-128.58299255371094||CA|21.105|BOTH|LOW|CYXT
95579|XT|Ryazanskaya|NDB|312|44.96670150756836|39.56669998168945||RU|6.154|BOTH|HIGH|
95580|XU|London|NDB|382|43.091400146484375|-81.21849822998047||CA|-8.518|BOTH|LOW|CYXU
95581|XU|Namest|NDB|515|49.19729995727539|16.06679916381836||CZ|2.475|TERMINAL|HIGH|LKNA
95582|XUB|Yellow Bud|VOR|112500|39.52690124511719|-82.97789764404297|690|US|-6.256|TERMINAL|LOW|
95583|XV|Novy Vasyugan|NDB|350|58.58330154418945|76.5||RU|13.254|BOTH|HIGH|
95584|XVG|Longville|NDB|392|46.994300842285156|-94.20649719238281|1334|US|1.488|LO|LOW|
95585|XVL|Vungtau|NDB|235|10.364999771118164|107.0979995727539||VN|-0.104|BOTH|MEDIUM|
95586|XW|Flmng|NDB|400|38.57360076904297|-83.64700317382812|861|US|-5.398|LO|LOW|
95587|XW|Vinh|NDB|218|18.790300369262695|105.66699981689453||VN|-0.574|BOTH|MEDIUM|VVVH
95588|XWY|West Union|NDB|278|42.94390106201172|-91.78240203857422|1250|US|0.161|TERMINAL|LOW|
95589|XX|Abbotsford|NDB|344|49.01559829711914|-122.48799896240234|124|CA|18.12|BOTH|MEDIUM|CYXX
95590|XY|Whitehorse|NDB|302|60.77280044555664|-135.10499572753906||CA|24.028|BOTH|MEDIUM|CYXY
95591|XY|Booster|NDB|325|29.899999618530273|23.266700744628906||LY|2.361|LO|LOW|
95592|XYF|Penticton|DME|110300|49.45249938964844|-119.60399627685547|1114|CA|17.405|BOTH|LOW|CYYF
95593|XYO|Xuyong|VOR-DME|116700|28.170000076293945|105.4229965209961|1390|CN|-1.469|BOTH|HIGH|
95594|XZ|Wawa|NDB|205|48.02170181274414|-84.74720001220703||CA|-7.319|BOTH|MEDIUM|CYXZ
95595|XZ|Tyumen|NDB|290|57.21500015258789|65.29170227050781||RU|14.131|TERMINAL|MEDIUM|USTR
95596|XZE|Izumo|VOR-DME|113400|35.417198181152344|132.89199829101562|43|JP|-7.231|BOTH|LOW|RJOC
95597|Y|Goya|NDB|277|-29.088300704956055|-59.20000076293945||AR|-9.051|TERMINAL|LOW|
95598|Y|Qifengling|NDB|417|25.16830062866211|110.3219985961914||CN|-2.124|BOTH|LOW|
95599|Y|Nyiregyhaza|NDB|346|47.968101501464844|21.692899703979492||HU|3.578|BOTH|LOW|LHNY
95600|Y|Atyrau|NDB|755|47.10240173339844|51.83789825439453||KZ|7.584|BOTH|MEDIUM|
95601|Y3|Bonnyville|DME|109800|54.306400299072266|-110.74400329589844|1864|CA|15.298|LO|LOW|CYBF
95602|Y5|Slave Lake|DME|111000|55.29439926147461|-114.7760009765625|1935|CA|18.025|BOTH|LOW|CYZH
95603|Y8|Drummondville|NDB|401|45.84749984741211|-72.3989028930664|365|CA|-16.026|LO|LOW|CSC3
95604|Y9|Digby|NDB|220|44.54759979248047|-65.78910064697266|499|CA|-18.168|LO|LOW|CYID
95605|YAA|Yalova|VOR-DME|117700|40.474998474121094|29.207500457763672|2857|TR|4.133|BOTH|HIGH|LTBP
95606|YAA|Yalova|NDB|305|40.564701080322266|29.371700286865234||TR|4.152|BOTH|HIGH|LTBP
95607|YAC|Yacuiba|NDB|385|-21.960100173950195|-63.6531982421875|2116|BO|-7.543|LO|MEDIUM|SLYA
95608|YAC|Cat Lake|NDB|227|51.7317008972168|-91.82630157470703|1343|CA|-1.374|LO|LOW|CYAC
95609|YAG|Yangyang|VOR-DME|110600|38.063201904296875|128.66099548339844|241|KR|-8.07|BOTH|LOW|RKNY
95610|YAG|Fort Frances|NDB|376|48.689701080322266|-93.53910064697266||CA|0.538|LO|LOW|CYAG
95611|YAK|Yakutat|VOR-DME|113300|59.510799407958984|-139.6479949951172|35|US|22.42|BOTH|HIGH|PAYA
95612|YAM|Yamoussoukro|VOR-DME|115800|6.888889789581299|-5.378859996795654|699|CI|-6.004|BOTH|HIGH|DIYO
95613|YAN|Ameson|VOR-DME|112400|49.778099060058594|-84.59110260009766|870|CA|-8.248|BOTH|HIGH|
95614|YAQ|Kasabonika|NDB|200|53.5275993347168|-88.62920379638672|621|CA|-5.542|LO|LOW|CYAQ
95615|YAR|Yaritagua|NDB|260|10.049799919128418|-69.07839965820312|1165|VE|-9.494|BOTH|MEDIUM|
95616|YAS|Yass|NDB|335|-34.828399658203125|149.04200744628906||AU|12.128|BOTH|MEDIUM|
95617|YAS|Kangirsuk|NDB|221|60.025699615478516|-70.00469970703125|383|CA|-27.225|LO|MEDIUM|CYAS
95618|YAT|Wapisk|NDB|260|52.93040084838867|-82.43350219726562|31|CA|-12.114|BOTH|MEDIUM|CYAT
95619|YAU|Iauarete|NDB|380|0.5996670126914978|-69.18379974365234|345|BR|-8.252|BOTH|MEDIUM|SBYA
95620|YAY|St.aAthony nNld|VOR-DME|113700|51.39390182495117|-56.083900451660156|114|CA|-22.292|||CYAY
95621|YAZ|Tofino|NDB|359|49.04679870605469|-125.7040023803711||CA|18.445|BOTH|MEDIUM|CYAZ
95622|YBA|Itumbiara|NDB|245|-18.44029998779297|-49.21870040893555|1630|BR|-19.236|LO|MEDIUM|SBIT
95623|YBB|Pelly Bay (Kugaaruk)|NDB|263|68.53500366210938|-89.78780364990234|50|CA|-21.168|BOTH|MEDIUM|CYBB
95624|YBC|Baie-Comeau|VOR-DME|117700|49.13399887084961|-68.22219848632812|71|CA|-19.332|BOTH|HIGH|CYBC
95625|YBE|Uranium City|NDB|379|59.55500030517578|-108.51799774169922||CA|15.254|BOTH|MEDIUM|CYBE
95626|YBG|Bagotville|NDB|356|48.333900451660156|-71.1458969116211|521|CA|-17.52|BOTH|MEDIUM|CYBG
95627|YBK|Baker Lake|VOR-DME|114500|64.31809997558594|-96.10469818115234|400|CA|-2.034|BOTH|HIGH|CYBK
95628|YBL|Yabrai|VOR-DME|115700|39.42829895019531|102.77200317382812|4026|CN|-1.586|BOTH|HIGH|
95629|YBL|Campbell River|NDB|203|50.00640106201172|-125.35700225830078||CA|19.031|BOTH|LOW|CYBL
95630|YBM|St-Bruno-de-Guigues|NDB|230|47.4519004822|-79.4242019653|819|CA|-11.59|LO|MEDIUM|CTA4
95631|YBN|Yibin|VOR-DME|116500|28.79829978942871|104.55699920654297|937|CN|-1.43|BOTH|HIGH|
95632|YBR|Brandon|VORTAC|113800|49.90999984741211|-99.9457015991211|1381|CA|6.44|BOTH|HIGH|CYBR
95633|YBV|Berens River|NDB|370|52.35419845581055|-97.02449798583984|728|CA|3.464|LO|LOW|CYBV
95634|YBW|Calgary Springbank|VOR-DME|108600|51.1067008972168|-114.37300109863281|3971|CA|16.239|LO|MEDIUM|CYBW
95635|YC|Calgary|NDB|344|51.0807991027832|-113.90899658203125||CA|16.114|BOTH|MEDIUM|CYYC
95636|YCB|Cambridge Bay|VOR-DME|112700|69.1177978515625|-105.1729965209961|90|CA|12.277|TERMINAL|HIGH|CYCB
95637|YCD|Nanaimo|NDB|251|49.12779998779297|-123.87200164794922||CA|18.298|BOTH|MEDIUM|CYCD
95638|YCF|Campbellford|VORTAC|113500|44.333099365234375|-77.70279693603516|620|CA|-12.01|BOTH|HIGH|
95639|YCN|Yecheon|TACAN|108900|36.63410186767578|128.36399841308594|354|KR|-7.386|BOTH|LOW|RKTY
95640|YCO|Coppermine|NDB|372|67.82109832763672|-115.0979995727539||CA|24.393|BOTH|MEDIUM|CYCO
95641|YCS|Chesterfield Inlet|NDB|341|63.33829879760742|-90.7300033569336||CA|-10.316|BOTH|LOW|CYCS
95642|YCY|Clyde River|NDB|256|70.48529815673828|-68.52670288085938|255|CA|-43.219|LO|MEDIUM|CYCY
95643|YD|Smithers|NDB|230|54.747501373291016|-127.10800170898438||CA|21.131|BOTH|MEDIUM|CYYD
95644|YDC|Princeton|VORTAC|113900|49.38169860839844|-120.3740005493164|5329|CA|17.508|BOTH|HIGH|CYDC
95645|YDF|Deer Lake|VOR-DME|113300|49.23249816894531|-57.21329879760742|470|CA|-21.259|BOTH|HIGH|CYDF
95646|YDL|Dease Lake|NDB|200|58.45389938354492|-129.99600219726562||CA|23.093|BOTH|MEDIUM|CYDL
95647|YDM|Yongdam|VOR-DME|109000|33.51139831542969|126.48799896240234|100|KR|-6.315|BOTH|LOW|RKPC
95648|YDM|Ross River|NDB|218|61.97330093383789|-132.427001953125|2314|CA|24.567|BOTH|MEDIUM|CYDM
95649|YDN|Dauphin|VOR-DME|116100|51.10499954223633|-100.052001953125|1022|CA|6.484|BOTH|HIGH|CYDN
95650|YDP|Nain|NDB|247|56.53369903564453|-61.69179916381836||CA|-25.531|BOTH|MEDIUM|CYDP
95651|YDR|Broadview|VORTAC|117500|50.36330032348633|-102.54000091552734|2016|CA|8.554|BOTH|HIGH|
95652|YE|Fort Nelson|NDB|382|58.795799255371094|-122.7229995727539||CA|22.295|BOTH|MEDIUM|CYYE
95653|YEA|Empress|VORTAC|115900|50.92639923095703|-109.98899841308594|2436|CA|14.09|BOTH|HIGH|CYEA
95654|YEE|Midland|VOR-DME|112800|44.58169937133789|-79.79309844970703|800|CA|-10.313|BOTH|HIGH|CYEE
95655|YEG|Edmonton|VORTAC|117600|53.18560028076172|-113.86699676513672|2557|CA|16.507|BOTH|HIGH|CYEG
95656|YEK|Arviat|NDB|329|61.09920120239258|-94.06890106201172|32|CA|-3.023|BOTH|MEDIUM|CYEK
95657|YEL|Elliot Lake|NDB|276|46.371700286865234|-82.6281967163086||CA|-8.497|LO|MEDIUM|CYEL
95658|YEN|Yenisehir|TACAN|113200|40.260101318359375|29.574499130249023|799|TR|4.142|BOTH|LOW|LTBR
95659|YER|Fort Severn|NDB|334|55.99319839477539|-87.63919830322266||CA|-8.271|BOTH|MEDIUM|CYER
95660|YES|Yeste|VOR-DME|115200|38.360801696777344|-2.352750062942505|4793|ES|-1.45|BOTH|HIGH|
95661|YEU|Eureka|NDB|205|79.99079895019531|-85.89830017089844||CA|-70.406|BOTH|MEDIUM|CYEU
95662|YEV|Inuvik|VOR-DME|112500|68.30809783935547|-133.54800415039062|264|CA|28.402|BOTH|HIGH|CYEV
95663|YF|Dakar|VOR-DME|113100|14.744799613952637|-17.47480010986328|111|SN|-8.49|BOTH|HIGH|GOOY
95664|YFA|Fort Albany|NDB|216|52.206199645996094|-81.6946029663086|35|CA|-12.276|BOTH|MEDIUM|CYFA
95665|YFB|Frobay|VOR|117400|63.74169921875|-68.47329711914062|15|CA|-32.275|BOTH|HIGH|CYFB
95666|YFC|Fredericton|VORTAC|113000|45.895301818847656|-66.41889953613281|52|CA|-18.382|BOTH|HIGH|CYFC
95667|YFH|Fort Hope|NDB|266|51.56420135498047|-87.90730285644531|905|CA|-5.482|LO|LOW|CYFH
95668|YFM|Lg 4|NDB|332|53.71179962158203|-73.7029037475586||CA|-19.446|BOTH|MEDIUM|CYAH
95669|YFS|Fort Simpson|VOR-DME|117900|61.77389907836914|-121.29900360107422|574|CA|23.474|BOTH|HIGH|CYFS
95670|YFT|Makkovik|NDB|339|55.08060073852539|-59.188201904296875|234|CA|-24.527|BOTH|MEDIUM|CYFT
95671|YFY|Frobay|NDB|204|63.733299255371094|-68.54810333251953||CA|-32.257|BOTH|HIGH|CYFB
95672|YG|Charlottetown|NDB|347|46.192298889160156|-63.14820098876953||CA|-19.35|BOTH|MEDIUM|CYYG
95673|YG|Enge|NDB|396|59.368900299072266|10.829500198364258||NO|1.161|LO|LOW|ENRY
95674|YGH|Fort Good Hope|VOR-DME|112300|66.23609924316406|-128.6230010986328|303|CA|27.434|BOTH|HIGH|CYGH
95675|YGK|Kingston|NDB|263|44.29669952392578|-76.60559844970703||CA|-12.47|LO|MEDIUM|CYGK
95676|YGL|La Grande Riviere|VOR-DME|112200|53.6255989074707|-77.71640014648438|624|CA|-16.515|BOTH|HIGH|CYGL
95677|YGN|Yangon|NDB|265|17.0762996673584|96.23819732666016|41|MM|-0.456|BOTH|HIGH|VYYY
95678|YGO|Gods Lake Narrows|NDB|343|54.55580139160156|-94.48190307617188|697|CA|0.302|LO|LOW|CYGO
95679|YGP|Gaspe|VOR-DME|115400|48.763099670410156|-64.40470123291016|108|CA|-20.3|BOTH|HIGH|CYGP
95680|YGQ|Geraldton|VOR-DME|114200|49.769798278808594|-86.9844970703125|1100|CA|-6.016|BOTH|HIGH|CYGQ
95681|YGR|Grindstone|VOR-DME|112000|47.430301666259766|-61.77410125732422|63|CA|-20.206|BOTH|HIGH|CYGR
95682|YGT|Igloolik|NDB|241|69.37940216064453|-81.80780029296875|174|CA|-35.226|BOTH|MEDIUM|CYGT
95683|YGV|Havre St Pierre|NDB|344|50.264801025390625|-63.66510009765625||CA|-21.264|LO|MEDIUM|CYGV
95684|YGX|Gillam|NDB|212|56.35329818725586|-94.69999694824219|476|CA|0.112|BOTH|MEDIUM|CYGX
95685|YGZ|Grise Fiord|NDB|365|76.42330169677734|-82.88739776611328|146|CA|-56.556|BOTH|MEDIUM|CYGZ
95686|YH|Yelahanka|NDB|223|13.151399612426758|77.6155014038086||IN|-1.485|BOTH|MEDIUM|VOYK
95687|YHD|Dryden Regional|NDB|413|49.864498138427734|-92.8490982055664||CA|-0.024|BOTH|LOW|CYHD
95688|YHK|Gjoa Haven|NDB|236|68.6260986328125|-95.8582992553711|152|CA|-8.005|BOTH|MEDIUM|CYHK
95689|YHN|Hornepayne|NDB|329|49.208900451660156|-84.65879821777344||CA|-8.06|LO|MEDIUM|CYHN
95690|YHR|Chevery|NDB|276|50.464698791503906|-59.6343994140625|39|CA|-22.011|BOTH|MEDIUM|CYHR
95691|YHY|Hay River|VOR-DME|113900|60.83610153198242|-115.8030014038086|573|CA|21.022|BOTH|HIGH|CYHY
95692|YHZ|Halifax|VOR-DME|115100|44.923099517822266|-63.401798248291016|604|CA|-19.014|BOTH|HIGH|CYHZ
95693|YI|Ruyigi|NDB|275|-3.47475004196167|30.248199462890625||BI|-0.12|BOTH|MEDIUM|
95694|YI|Yipps|NDB|359|42.174198150634766|-83.62149810791016||US|-6.363|TERMINAL|LOW|KYIP
95695|YIF|St Augustin|NDB|201|51.188899993896484|-58.65190124511719||CA|-22.264|LO|MEDIUM|CYIF
95696|YIH|Sanxia|VOR-DME|116900|30.56329917907715|111.47799682617188|637|CN|-3.141|BOTH|HIGH|
95697|YIJ|Yijun|VOR-DME|113000|35.380001068115234|109.10700225830078|4812|CN|-3.24|BOTH|HIGH|
95698|YIK|Ivujivik|NDB|225|62.413700103759766|-77.9271011352539|139|CA|-25.388|LO|LOW|CYIK
95699|YIN|Yingde|VOR-DME|113500|24.20669937133789|113.41000366210938|84|CN|-2.302|BOTH|HIGH|
95700|YIO|Pond Inlet|NDB|214|72.69309997558594|-77.95079803466797|181|CA|-46.537|BOTH|HIGH|CYIO
95701|YIV|Island Lake|NDB|300|53.85390090942383|-94.6532974243164|776|CA|0.539|BOTH|MEDIUM|CYIV
95702|YJ|Victoria|NDB|200|48.64419937133789|-123.39900207519531|63|CA|18.144|BOTH|LOW|CYYJ
95703|YJF|Fort Liard|NDB|368|60.23830032348633|-123.46600341796875|701|CA|23.261|LO|MEDIUM|CYJF
95704|YJI|Broughton|NDB|237|67.56189727783203|-64.01750183105469|21|CA|-38.17|BOTH|MEDIUM|CYVM
95705|YJN|St-Jean|VORTAC|115800|45.25579833984375|-73.32129669189453|200|CA|-15.162|BOTH|HIGH|CYJN
95706|YJQ|Bella Bella|NDB|325|52.185298919677734|-128.11399841308594||CA|20.128|LO|LOW|CYJQ
95707|YJT|Stephenville|VORTAC|113100|48.58250045776367|-58.6692008972168|1184|CA|-21.071|BOTH|HIGH|CYJT
95708|YJU|Yangju|VOR-DME|114900|37.74800109863281|126.98799896240234|1368|KR|-7.517|BOTH|HIGH|RKSS
95709|YK|Brilliant|NDB|269|49.32529830932617|-117.63500213623047||CA|17.03|LO|LOW|CYCG
95710|YK|Dawangzhuang|NDB|489|39.19169998168945|116.5719985961914|100|CN|-6.114|BOTH|LOW|
95711|YK|Douala|NDB|399|3.97475004196167|9.783610343933105|126|CM|-2.326|TERMINAL|MEDIUM|FKKD
95712|YK|Buinsk|NDB|825|54.983299255371094|48.266700744628906||RU|11.327|BOTH|HIGH|
95713|YK|Donny|NDB|371|46.52560043334961|-120.37200164794922||US|16.539|TERMINAL|MEDIUM|KYKM
95714|YK|Cagur|NDB|347|42.84360122680664|-97.302001953125|1215|US|4.47|TERMINAL|LOW|KYKN
95715|YKA|Kamloops|NDB|223|50.68360137939453|-120.33499908447266||CA|18.186|BOTH|MEDIUM|CYKA
95716|YKD|Aklavik|NDB|208|68.22640228271484|-135.01400756835938|21|CA|28.198|LO|LOW|CYKD
95717|YKE|Yakushima|VOR-DME|117000|30.3794002532959|130.66299438476562|190|JP|-5.452|BOTH|HIGH|RJFC
95718|YKG|Kangiqsujuaq|NDB|358|61.5906982421875|-71.92859649658203|511|CA|-28.245|BOTH|HIGH|CYKG
95719|YKJ|Key Lake|VOR-DME|115300|57.167198181152344|-105.84100341796875|1915|CA|12.293|LO|HIGH|CYKJ
95720|YKL|Schefferville|VOR-DME|112700|54.81460189819336|-66.75479888916016|1990|CA|-23.391|BOTH|HIGH|CYKL
95721|YKM|Yakima|VORTAC|116000|46.5703010559082|-120.44499969482422|980|US|16.557|BOTH|HIGH|
95722|YKN|Yankton|VOR-DME|111400|42.918399810791016|-97.38500213623047|1301|US|4.506|LO|MEDIUM|KYKN
95723|YKO|Akulivik|NDB|265|60.81949996948242|-78.15480041503906|66|CA|-23.201|LO|LOW|CYKO
