Manufacturer|Model|EngineType|pwrEachEngine|maxSpeed|cruiseSpeed|StallSpeedDirty|fuelWeight|serviceCeiling|rateOfClimb|takeoffOver50ft|takeoffGroundRun|landingOver50ft|landingGroundRoll|grossWeight|emptyWeight|length|height|wingSpan|rangeNM
Bombardier Aerospace Business Aircraft|Global Express XRS|Jet|14,750|.89 Mach|.85 Mach||44,975|51000|||6190||2670|98000|51200|99/5|25/6|94/0|6190
Bombardier Aerospace Business Aircraft|55C|Jet|3,700|455|||6,690|51000||4900||3100||21000|12622|55/1|14/8|43/9|
Bombardier Aerospace Business Aircraft|Global 6000|Jet|14,750|.89 Mach|.85 Mach||45,050|51000|||6476||2670|99750|52230|99/5|25/6|94/0|6000
Bombardier Aerospace Business Aircraft|55C/ER|Jet|3,700|455|||7,049|51000||5150||3100||21500|12686|55/1|14/8|43/9|
Bombardier Aerospace Business Aircraft|Global 5000|Jet|14,750|.89 Mach|.85 Mach||36,000|51000|||5000||2670|98000|50830|96/10|25/6|94/0|4800
Bombardier Aerospace Business Aircraft|Challenger 850ER|Jet|8,729|.80 Mach|.77 Mach||18,305|41000|||6305||2910|53000|34167|87/10|20/5|69/7|3044
Bombardier Aerospace Business Aircraft|55C/LR|Jet|3,700|455|||7,707|51000||5150||3100||21500|12816|55/1|14/8|43/9|
Bombardier Aerospace Business Aircraft|55 (1984-'85)|Jet|3,700|455|417||6,707|51000|4059|5600||3300||21500|12135|55/1|14/8|43/9|1715
Bombardier Aerospace Business Aircraft|CL-601-3A Challenger (3R=long-range)|Jet|8,650||442|103|16,665|41000|4443|5400||3300||43250|20485|68/5|20/8|64/4|
Bombardier Aerospace Business Aircraft|55 (thru 1983)|Jet|3,700|457|||6,707|51000|4380|4540||3109||19500|12130|55/1|14/8|43/9|1715
Bombardier Aerospace Business Aircraft|CL-601 Challenger (GE engs)|Jet|8,650|480|442||16,665|41000|4200|5400||3300||43250|19950|68/5|20/8|61/10|3391
Bombardier Aerospace Business Aircraft|45XR|Jet|3,500|0.81|0.79||6,062|51000|||||2660|21750|13743|57/6|14/13|47/78|2098
Bombardier Aerospace Business Aircraft|CL-600 Challenger (AVCO engs)|Jet|7,500|480|442||14,890|41000|3400|5700||3300||41400|18660|68/5|20/8|61/10|2991
Bombardier Aerospace Business Aircraft|CL-604 Challenger|Jet|8,729||459||20,000|41000||||||47700||68/5|20/8|64/4|
Bombardier Aerospace Business Aircraft|45|Jet|3,500|0.81|0.79||6,062|51000|||||2660|20750||57/6|14/13|47/78|2102
Bombardier Aerospace Business Aircraft|Challenger 605|Jet|8,729|.82 Mach|.80 Mach||20,000|41000|||5684||2777|48300|26985|68/5|20/8|64/4|4045
Bombardier Aerospace Business Aircraft|40|Jet|3,500|0.81|0.79||5,300 lb|51000|||||2660|20600||55/5|14/13|47/78|1803
Bombardier Aerospace Business Aircraft|Challenger 300|Jet|6,826|470|459||14,100|45000|||4750||2610|38650|23350|68/63|20/33|63/84|3100
Bombardier Aerospace Business Aircraft|36 A (prior'82 = gross weight @ 18,000)|Jet|3,500|491|460|99|7,400|45000|4340|4972||3075||18300|9838|48/8|12/3|39/6|2289
Bombardier Aerospace Business Aircraft|36|Jet|3,500|477|441|105|7,431|45000|5100|4080||3105||17000|8802|48/7|12/3|39/5|2289
Bombardier Aerospace Business Aircraft|35A|Jet|3,500|471|460|99|6,198|45000|4760|4972||3075||18300|9838|48/8|12/3|39/6|1818
Bombardier Aerospace Business Aircraft|35|Jet|3,500|477|441|105|6,171|45000|5100|4080||3105||17000|8762|48/7|12/3|39/5|1818
Bombardier Aerospace Business Aircraft|31 Std. (31A Vmo = 476 kts)|Jet|3,500|447|||4,110|51000||2950||2800||15500|9857|48/8|12/3|43/9|
Bombardier Aerospace Business Aircraft|29 Longhorn|Jet|2,950|478|441|79|5,373|47900|6110|2880||2220||15000|8157|47/7|12/3|43/9|1546
Bombardier Aerospace Business Aircraft|28 Longhorn|Jet|2,950|475|441|79|4,704|48800|6350|2630||2220||15000|8195|47/7|12/3|43/9|1450
Bombardier Aerospace Business Aircraft|25G|Jet|2,950||464||6,594|51000|5720|4893||2728||16300|8250|47/7|12/3|35/7|1450
Bombardier Aerospace Business Aircraft|25 D,F w/6 engs=45,000 service ceiling (prior '82 more rate of climb)|Jet|2,950|464|459|97|6,098|51000|6830|3937||2817||15000|7950|47/7|12/3|35/7|1431
Bombardier Aerospace Business Aircraft|25 B (1973 thru 1975)|Jet|2,950|464|441|104|6,098|45000|6050|5186||3090||15000|7355|47/6|12/3|35/7|1450
Bombardier Aerospace Business Aircraft|25 C (1973 thru 1975)|Jet|2,950|464|441|104|7,464|45000|6050|5186||3090||15000|7233|47/6|12/3|35/7|1525
Bombardier Aerospace Business Aircraft|25 B & C (thru '72)|Jet|2,950|477|442|90|6,098|45000|6050|5186||2703||15000|7206|47/6|12/6|35/6|1385
Bombardier Aerospace Business Aircraft|24 F (w/8A engs=51,000 service ceil)|Jet|2,950|475|441|88|5,628|45000|7100|3297||2873||13500|7130|43/3|12/3|35/6|1001
Bombardier Aerospace Business Aircraft|24 E (prior to '77=12,499 gross)|Jet|2,950|477|441|88|4,791|45000|7220|3000||2789||12900|7025|43/3|12/3|35/6|730
Bombardier Aerospace Business Aircraft|24 D (1973 thru 1975)|Jet|2,950|464|441|99|5,628|45000|6800|3917||2800||13500|6988|43/3|12/3|35/7|1001
Bombardier Aerospace Business Aircraft|24 D (thru'72)|Jet|2,950|477|442|87|840|45000|6800|3917||2703||13500|6803|43/3|12/6|35/6|1001
Bombardier Aerospace Business Aircraft|24 C|Jet|2,950|461|442|88|715|45000|6900|3370||2850||12500|6519|43/3|12/6|35/6|1385
Bombardier Aerospace Business Aircraft|24 B|Jet|2,950|474|437|88|834|45000|6300|3100|2250|3307|1850|13500|6927|43/3|12/7|35/7|1001
Bombardier Aerospace Business Aircraft|24 Twin Jet|Jet|2,850|469|417|90|847|41000|6300|3100|2700|3350|1848|13000|7090|43/2|12/6|35/7|1100
Bombardier Aerospace Business Aircraft|23 Twin Jet|Jet|2,850|488|423|89|828|41000|6900|2940|1820|2800|1400|12500|6700|43/2|12/0|35/7|1000
Cessna Aircraft Company|750 Citation X|Jet|6,400|.92 Mach|511||13,000|51000|3720|5710||3820||35700|21400|72/2|18/9|63/9|3250
Cessna Aircraft Company|680 Citation Sovereign|Jet|5,770|.80 Mach|446||11,216|47000|||3640|2650||30300|17750|63/7|20/5|63/4|2664
Cessna Aircraft Company|650 Citation VII|Jet|4,000|.85 Mach|476|97|7,385|51000|4442|4690||2910||22450|13700|55/5|16/8|53/5|2300
Cessna Aircraft Company|Citation XLS|Jet|3,991|.75 Mach|354||6,740|45000|2460||3560||2739|20200|12600|51/10|17/2|56/4|1724
Cessna Aircraft Company|650 Citation VI|Jet|3,650|473||97|7,385|51000|1520|5150||2900||22000|12775|55/5|16/8|53/5|2345
Cessna Aircraft Company|650 Citation III (SN 100 and up)|Jet|3,650|472|461|97|7,384|51000|3699|5030||2900||22000|11811|55/6|16/9|53/6|2600
Cessna Aircraft Company|650 Citation III (thru SN 099)|Jet|3,650|472||89|7,384|51000|3909|4710||2560||21000|11720|55/6|17/3|53/6|2600
Cessna Aircraft Company|560-XL Citation Excel|Jet|3,786|.76 Mach|429|82|6,590||3090|3460||3315||19200|11310|51/10|17/2|55/8|2027
Cessna Aircraft Company|Citation Encore|Jet|3,400|.755 Mach|427|83|5,440|45000|4500||3490|||16830|9977|48/9|15/2|54/1|1970
Cessna Aircraft Company|560 Citation V Ultra|Jet|3,045|.76 Mach|430|82|5,771||4230|3180||2800||16300|9550|48/11|15/0|52/2|1960
Cessna Aircraft Company|560 Citation V|Jet|2,900||425|85|5,820|45000||3160||2920||15900|8950|48/11|15/0|52/2|
Cessna Aircraft Company|550 Citation Bravo|Jet|2,887|.70 Mach|401|86|4,860||3195|3600||3180||14800|8925|47/2|15/0|52/2|1900
Cessna Aircraft Company|S550 Citation SII|Jet|2,500||403|82|5,820|43000|3000|3240||3050||15000|8049|47/2|15/0|52/2|2104
Cessna Aircraft Company|Citation II 550 (SN 627 & up)|Jet|2,500||385||5008||3050|3450||2414||14100|7706|47/2|15/0|52/2|
Cessna Aircraft Company|Citation II 550 (thru SN 626)|Jet|2,500||385|82|5,008|43000|3370|2990||2270||13300|7388|47/2|15/0|52/2|1930
Cessna Aircraft Company|Citation II 551|Jet|2,500||385|82|5,009|43000|3625|2650||2210||12500|7181|47/2|15/0|52/2|2104
Cessna Aircraft Company|Citation CJ3 525B|Jet|2,820|.737 Mach|351||4,710|45000|2460||3180|2770||13870|8300|50/2|15/2|53/4|1875
Cessna Aircraft Company|Citation CJ2+ 525A|Jet|2,490|.737 Mach|356|86|3,930|45000|4120||3360||2980|12500|7725|47/8|14/0|49/0|1613
Cessna Aircraft Company|Citation CJ2 525A|Jet|2,400|.72 Mach|352||3,930|45000|||3420||2619|12375|7715|47/8|14/0|49/0|1550
Cessna Aircraft Company|Citation CJ1+ 525|Jet|1,965|.71 Mach|353|83|3,220|41000|3290||3250||2590|10700|6765|42/7|13/9|46/11|1300
Cessna Aircraft Company|Citation CJ1 525|Jet|1,900|.71 Mach|329||3,220|41000|||3280||2488|10600|6770|42/7|13/9|46/11|1248
Cessna Aircraft Company|Citationjet 525|Jet|1,900|.71 Mach|380|85|3,220|41000|3311|3080||2750||10400|6550|42/6|13/7|46/8|1485
Cessna Aircraft Company|Citation Mustang 510|Jet|1,350|340||||41000|||3110||2390|||40/7|13/5|43/2|1150
Cessna Aircraft Company|Citation I 500/501 (unit-0470 thru -0677 & on)|Jet|2,200||357|82|3,807|41000|2719|2930||2270||11850|6631|43/6|14/4|47/1|1325
Cessna Aircraft Company|Citation I 500|Jet|2,200||351||3,780|41000|2680|2930*||2270||11850|6684|43/6|14/4|47/1|1325
Cessna Aircraft Company|Citation 500 (SN 303 & up = 11,850 lb gross)|Jet|2,200||348|85|3,780|41000|2900|2660*||2300||11500|6454|43/6|14/4|43/11|1308
Cessna Aircraft Company|Citation 500 (SN 1-70)|Jet|2,200||348|84|3,618|35000|2900|2550*||2310||10850|6350|43/6|14/4|43/9|1064
Cessna Aircraft Company|441 Conquest|Propjet|625|295|283|76|475|35000|2435|2465|1785|1875|1095|9850|5682|39/0|13/2|49/4|2193
Cessna Aircraft Company|425 Conquest I|Propjet|450|263||84|366|33400|1861|2490|2170|2150|955|8600|4948|35/10|12/7|44/1|1248
Cessna Aircraft Company|425 Corsair|Propjet|450|263|250|79|366|34700|2027|2341|2047|2145|952|8200|4915|35/10|12/7|44/1|1461
Cessna Aircraft Company|421C Golden Eagle III ('79 stall=85 mph)|Piston|375|257|241|74|213|30200|1940|2323|1786|2293|720|7450|5048|36/5|12/11|41/1|1197
Cessna Aircraft Company|421B Golden Eagle|Piston|375|245|235|74|175|31000|1850|2387|1860|2178|720|7450|4426|36/1|11/6|41/9|845
Cessna Aircraft Company|421 - A & B|Piston|375|240|227|76|175|26000|1700|2516|2012|2110|1045|6840|4252|33/8|11/4|39/9|826
Cessna Aircraft Company|421 pressurized/turbocharged|Piston|375|240|222|76|170|26000|1700|2516|2012|2110|1045|6800|4237|33/5|11/4|39/9|826
Cessna Aircraft Company|414A II Chancellor (pressurized-turbo) ('78 span=44/3)|Piston|310|235|224|72|213|30800|1520|2595|2185|2393|1013|6750|4543|36/4|11/5|44/1|1099
Cessna Aircraft Company|414 pressurized-turbocharged|Piston|310|239|224|70|102|30100|1580|2350|1695|1865|805|6350|4039|33/9|11/8|39/11|1090
Cessna Aircraft Company|411, A, turbocharged|Piston|340|231|214|72|175|26000|1900|2010|1560|1851|1240|6500|3865|33/5|11/4|39/9|908
Cessna Aircraft Company|404 Titan Ambassador II|Piston|375|232|217|70|348|26000|1575|2367|1788|2130|1100|8400|4965|39/6|13/3|46/4|553
Cessna Aircraft Company|402C Business Liner II|Piston|325|230|213|68|213|26900|1450|2195|1763|2485|1055|6850|4238|36/4|11/5|44/1|875
Cessna Aircraft Company|402B, Business Liner|Piston|300|229|210|70|102|26180|1610|2220|1695|1765|777|6300|4038|36/1|11/8|39/11|1180
Cessna Aircraft Company|402,-A turbocharged|Piston|300|227|209|69|102|26180|1610|2220|1695|1765|777|6300|3719|35/8|11/7|39/9|833
Cessna Aircraft Company|401,-A & B turbocharged|Piston|300|227|209|69|102|26180|1610|2220|1695|1765|777|6300|3674|33/8|11/7|39/9|1102
Cessna Aircraft Company|340 A, II pressurized/turbocharged|Piston|310|243|229|71|102|29800|1650|2175|1615|1850|770|5990|4184|34/4|12/7|38/1|1106
Cessna Aircraft Company|340 pressurized/turbocharged|Piston|285|226|210|71|102|26500|1500|2430|1760|1840|765|5975|3730|34/4|12/6|38/1|1258
Cessna Aircraft Company|335 II nonpressurized/turbocharged|Piston|300|230|215|71|102|26800|1400|2365|1850|1850|770|5990|3963|34/4|12/7|38/1|928
Cessna Aircraft Company|320D-E-F Skyknight turbo (D=5,200 g/w)|Piston|285|239|226|64|102|29000|1924|1515|1190|1734|614|5300|3273|29/6|10/4|36/9|735
Cessna Aircraft Company|320 A-B-C Skyknight turbocharged|Piston|260|229|213|63|102|28100|1820|1584|1050|1910|640|5200|3260|29/6|10/3|36/9|735
Cessna Aircraft Company|320 Skyknight turbocharged|Piston|260|230|204|68|102|28100|1820|1890|870|2056|640|4990|3190|29/5|10/3|36/9|740
Cessna Aircraft Company|T 310 R, II turbocharged|Piston|285|237|223|70|102|27400|1700|1662|1306|1790|640|5500|3723|31/11|10/8|36/11|517
Cessna Aircraft Company|T 310 Q turbocharged|Piston|285|238|225|67|102|28200|1790|1662|1306|1790|640|5500|3292|29/6|10/4|36/9|807
Cessna Aircraft Company|T 310 P turbocharged|Piston|285|239|226|66|102|28600|1862|1590|1250|1790|640|5400|3292|29/3|10/4|36/9|807
Cessna Aircraft Company|310 R, II|Piston|285|207|194|70|102|19750|1662|1700|1335|1790|640|5500|3603|31/11|10/8|36/11|661
Cessna Aircraft Company|310 Q|Piston|260|205|192|63|102|19500|1495|1795|1519|1697|582|5300|3214|29/6|10/4|36/9|680
Cessna Aircraft Company|310 P|Piston|260|206|193|62|102|19900|1540|1716|1451|1673|558|5200|3170|29/2|10/4|36/9|676
Cessna Aircraft Company|310K,L,N (fuel inj.)|Piston|260|206|193|65|102|19900|1540|1716|1451|1582|1002|5200|3125|29/5|9/11|36/11|676
Cessna Aircraft Company|310 I, J (fuel inj.)|Piston|260|207|194|65|102|20300|1590|1640|1385|1540|960|5100|3094|29/6|9/11|36/11|687
Cessna Aircraft Company|310 H (fuel inj.)|Piston|260|209|194|65|102|21100|1690|1545|1920|1900|690|5100|3063|29/5|9/9|37/5|687
Cessna Aircraft Company|310 F,-G (fuel inj.)|Piston|260|210|191|73|102|21300|1800|1395|1120|1720|1265|4990|3049|29/5|9/9|36/9|678
Cessna Aircraft Company|310,-A|Piston|240|191|178|71|102|19500|1700|1375|1120|1710|1285|4600|2850|27/1|10/5|36/1|640
Cessna Aircraft Company|T303 Crusader|Piston|250|216|180|62|155|25000|1480|1750|1275|1450|820|5000|3305|30/5|13/4|38/10|835
Cessna Aircraft Company|T 337 G-P II,H-P, Skymaster pressurized|Piston|225|211|204|62|150|20000|1170|1500|945|1675|795|4700|3184|29/10|9/2|38/2|939
Cessna Aircraft Company|T-337 H-II (prior'79 t/o perf=1,620 & 1,000)|Piston|210|207|200|62|90|20000|1160|1675|1000|1650|700|4630|3038|29/10|9/2|38/2|1080
Cessna Aircraft Company|T 337 E & F Skymaster turbocharged|Piston|210|200|194|61|93|29300|1105|1675|1000|1650|700|4630|2850|29/10|9/4|38/2|920
Cessna Aircraft Company|T 337 D Skymaster turbocharged|Piston|210|201|195|61|93|30100|1155|1595|935|1650|700|4500|2815|29/10|9/4|38/0|920
Cessna Aircraft Company|T 337 C Skymaster turbocharged|Piston|210|201|195|59|93|30100|1155|1595|935|1520|600|4500|2795|29/10|9/4|38/0|920
Cessna Aircraft Company|T 337 B Skymaster turbocharged|Piston|210|202|196|57|93|31000|1250|1490|845|1500|590|4300|2785|29/1|9/4|38/0|920
Cessna Aircraft Company|337 G,H II Skymaster (prior '79 service ceiling=18,000)|Piston|210|172|169|61|90|16300|940|1675|1000|1650|700|4630|2925|29/9|9/4|38/2|1139
Cessna Aircraft Company|337 F Skymaster|Piston|210|173|165|61|93|18000|1100|1675|1000|1650|700|4630|2695|29/9|9/4|38/2|920
Cessna Aircraft Company|337 E Skymaster|Piston|210|173|166|60|93|19300|1180|1565|910|1650|700|4440|2660|29/9|9/4|38/2|922
Cessna Aircraft Company|337 D Skymaster|Piston|210|173|166|60|93|19500|1200|1545|895|1650|700|4400|2655|29/9|9/4|38/0|920
Cessna Aircraft Company|337 C Skymaster|Piston|210|173|166|58|93|19500|1200|1545|895|1520|600|4400|2650|29/9|9/4|38/0|922
Cessna Aircraft Company|337 B Skymaster|Piston|210|174|167|57|93|20000|1250|1490|845|1500|590|4300|2615|29/9|9/4|38/0|922
Cessna Aircraft Company|337,-A, Skymaster|Piston|210|174|167|55|93|20500|1200|1435|805|1465|757|4200|2615|29/9|9/4|38/0|922
Cessna Aircraft Company|336 Skymaster fixed-gear|Piston|210|159|150|52|93|19000|1300|1145|790|1395|575|3900|2320|29/7|9/4|38/0|880
Cessna Aircraft Company|208B Caravan I Super Cargomaster|Propjet|600||171|61|332|21900||2840|1575|1740|915|8750|4550|41/7|14/10|52/1|
Cessna Aircraft Company|208 Caravan I (thru SN 0060=w/o high gross kit)|Propjet|600|183||60|332|27600|1215|1665|970|1550|645|7300|3800|37/7|14/2|51/8|
Cessna Aircraft Company|208 Caravan-675|Propjet|675|182|154|61|335|25000|1234|2053|1160|1655|745|8000|3973|37/6|14/8|52/1|866
Cessna Aircraft Company|208B Grand Caravan|Propjet|675|186|154|61|335|23700|975|2420||1880||8750|4765|41/7|15/6|52/1|810
Cessna Aircraft Company|P210R pressurized|Piston|325|224|212|55|85|25000|1150|2110|1270|1600|825|4100|2471|28/4|9/8|38/10|715
Cessna Aircraft Company|P210N II pressurized ('81=less performance)|Piston|310|201|191|58|90|23000|945|2160|1300|1500|765|4000|2481|28/2|9/8|36/9|661
Cessna Aircraft Company|T210R Turbo Centurion|Piston|325|224|207|55|87|29000|1150|2110|1270|1600|825|4100|2320|28/4|9/8|38/10|715
Cessna Aircraft Company|T210N Turbo Centurion|Piston|310|204|192|58|90|27000|930|2160|1300|1500|765|4000|2303|28/2|9/8|36/9|715
Cessna Aircraft Company|T 210 M Turbo (prior '77 length=28/3, hgt=9/8)|Piston|310|204|197|57|90|28500|1030|1900|1150|1500|765|3800|2306|28/2|9/5|36/9|732
Cessna Aircraft Company|T 210 K,L Turbo (K=9 mph less speed)|Piston|285|205|187|57|90|28500|930|2030|1170|1500|765|3800|2180|28/3|9/8|36/9|732
Cessna Aircraft Company|T 210 G,H & J Turbo Centurion|Piston|285|203|194|55|89|30200|1115|1365|800|1355|625|3400|2050|28/3|9/7|36/9|739
Cessna Aircraft Company|T 210 F Turbo Centurion|Piston|285|200|191|54|65|31300|1280|1265|675|1340|735|3300|1965|28/0|9/9|36/7|539
Cessna Aircraft Company|210R Centurion|Piston|300|175||53|87|16000|1060|2050|1215|1585|815|3850|2220|28/2|9/8|38/10|600
Cessna Aircraft Company|210 M,NII (prior'78=less svc. ceil. & r/o/c=860)|Piston|300|174|170|57|90|17300|950|2030|1250|1500|765|3800|2219|28/2|9/8|36/9|600
Cessna Aircraft Company|210 G, H & J, K, L Centurion|Piston|285|174|167|55|90|18300|1000|1365|800|1355|625|3400|1960|28/3|9/8|36/9|760
Cessna Aircraft Company|210 F Centurion|Piston|285|172|165|54|65|19900|1115|1265|675|1340|735|3300|1865|28/0|9/9|36/7|640
Cessna Aircraft Company|210 D & E Centurion|Piston|285|173|166|53|65|21000|1210|1110|590|1275|700|3100|1860|28/4|9/9|36/7|640
Cessna Aircraft Company|210 B,C Two Ten|Piston|260|170|160|52|65|20300|1270|1210|625|1110|725|3000|1780|27/3|9/7|36/6|680
Cessna Aircraft Company|210 A|Piston|260|173|165|51|65|20700|1300|1135|620|1190|750|2900|1740|27/3|9/7|36/5|700
Cessna Aircraft Company|T 207 (Stationair 7 & 8) '77=eng 310 hp|Piston|310|170|161|59|61|26000|885|1860|1030|1500|765|3800|2254|32/2|9/7|35/10|583
Cessna Aircraft Company|207 Skywagn & Stnair 7&8 (prior'79 lgt=31/9)|Piston|300|150|143|59|61|13300|810|1970|1100|1500|765|3800|2177|32/2|9/7|35/10|612
Cessna Aircraft Company|TU 206G II Stationair 6 (float)|Piston|310|155|135|52|92|25600|835|2790|1810|1750|845|3600|2404|29/8|14/2|35/10|640
Cessna Aircraft Company|TU206 C,-D,-E,-F (float) (prior '71 span=36/7)|Piston|285|157|143|50|65|24200|950|2400|1400|1610|710|3600|2295|28/6|13/11|35/10|626
Cessna Aircraft Company|U206 G II Stationair 6 (float) '79-'82|Piston|300|137|131|51|92|13900|925|2820|1835|1675|780|3500|2342|29/8|14/2|35/10|680
Cessna Aircraft Company|U206G (float) Stationair 6|Piston|300|136|130|53|61|13900|855|2475|1445|1570|695|3500|2312|29/8|14/1|35/10|580
Cessna Aircraft Company|U206E,F, float ('75-'76 specs) '76=+4 gal fuel|Piston|300|136|131|49|65|13900|855|2475|1445|1570|695|3500|2200|28/6|13/11|35/10|510
Cessna Aircraft Company|206C,D, float Skywagon|Piston|300|136|131||65|13900|855|2475|1445|1570|695|3500|2060|28/6|13/11|36/10|510
Cessna Aircraft Company|TU 206E,F (ski) (prior'76=4 gal more fuel)|Piston|285|145|132|61|65|23500|920|||||3300|2165|28/8|9/8|35/10|626
Cessna Aircraft Company|U206 F (ski) Stationair (1976 specs)|Piston|300|121|118|52|61|11500|800|||||3300|2133|28/0|9/8|35/10|510
Cessna Aircraft Company|U206 E,F (ski) Super Skywagon|Piston|300|121|119|52|65|11500|800|||||3300|2065|28/8|9/8|35/10|510
Cessna Aircraft Company|TU 206G (prior'79=12 gal less fuel+9/7 hgt)|Piston|310|174|152|54|92|27000|1010|1640|835|1395|735|3600|2066|28/3|9/4|35/10|640
Cessna Aircraft Company|TU 206E,F Stationair|Piston|285|174|148|53|65|26300|1030|1810|910|1395|735|3600|1935|28/9|9/7|35/10|580
Cessna Aircraft Company|TU 206 A,B,C,D,(A&B length=27/8)|Piston|285|174|160|53|65|26300|1030|1810|910|1395|735|3600|1795|27/8|9/9|36/7|627
Cessna Aircraft Company|U206 F,G II ('75 up) '75 lgt=28/9 + prior'79 less fuel)|Piston|300|156|147|54|92|14800|920|1780|900|1395|735|3600|2002|28/3|9/4|35/10|680
Cessna Aircraft Company|U206B,C,D,E Skywagon (B=lgt 28/0) (E=35/10 span)|Piston|300|151|143|53|65|14800|920|1780|900|1395|735|3600|1725|28/8|9/7|36/7|510
Cessna Aircraft Company|U 206 A|Piston|285|151|142|53|65|14800|920|1810|910|1340|735|3600|1795|27/9|9/9|36/7|555
Cessna Aircraft Company|206, U 206 Super Skywagon|Piston|285|154|144|52|65|16700|1075|1265|675|1340|735|3300|1760|27/9|9/9|36/7|563
Cessna Aircraft Company|TP 206A,B,C,D,E (E=35/10 span) (A=28/0 lgt)|Piston|285|174|160|53|65|26300|1030|1810|910|1395|735|3600|1915|28/3|9/8|36/7|609
Cessna Aircraft Company|T206H Turbo Stationair|Piston|310|178|150|54|92|27000|1050|1740|910|1395|735|3600|2351|28/3|9/4|36/0|713
Cessna Aircraft Company|206H Stationair|Piston|300|151|142|54|92|15700|988|1860|910|1395|735|3600|2351|28/3|9/4|36/0|713
Cessna Aircraft Company|P206A,B,C,D,E (E=35/10 span) (A=28/0 lgt)|Piston|285|151|142|53|65|14800|920|1810|910|1395|735|3600|1820|28/3|9/8|36/7|555
Cessna Aircraft Company|P 206 Super Skylane|Piston|285|154|143|52|65|16700|1075|1265|675|1340|735|3300|1790|28/2|9/8|36/6|565
Cessna Aircraft Company|205-A|Piston|260|145|138|50|65|16100|965|1465|685|1510|625|3300|1750|27/3|9/7|36/6|515
Cessna Aircraft Company|195 B|Piston|275|152|143|54|80|16250|1135|1605||1495||3350|2050|27/3|7/2|36/2|583
Cessna Aircraft Company|195 A|Piston|245|153|139|56|80|16000|1050|1670||1495||3350|2030|27/3|7/2|36/2|603
Cessna Aircraft Company|195|Piston|300|157|148|55|80|16000|1090|1670||1495||3350|2050|27/3|7/2|36/2|600
Cessna Aircraft Company|190|Piston|240|153|139|56|80|16000|1090|1670||1495||3350|2015|27/3|7/2|36/2|610
Cessna Aircraft Company|T 188C Ag Husky (prior'81=4 mph less)|Piston|310|113|106|58|54|14000|510|2060|1290|1265|420|4400|2322|26/6|8/2|41/8|283
Cessna Aircraft Company|A188B Ag Truck ('79 & up) dispersal sys|Piston|300|106|101|57|54|7800|465|2250|1410|1265|420|4200|2230|25/11|8/2|41/8|290
Cessna Aircraft Company|A188B Ag Wagon ('79 & up) dispersal sys|Piston|300|107|103|55|54|8700|525|1965|1250|1265|420|4000|2179|25/11|8/2|40/9|290
Cessna Aircraft Company|A188 Ag Truck restricted ('72-'73=7/10 hgt)|Piston|300|105|98|50|54|11100|690|1090|680|1265|420|4200|2220|26/3|8/0|41/8|290
Cessna Aircraft Company|A188 Ag Wagon restricted (prior'77=7/10 hgt)|Piston|300|105|98|50|37|11100|690|1090|680|1265|420|4000|2189|26/3|8/0|40/9|278
Cessna Aircraft Company|188 Ag Pickup fixed-prop ('73-'75) restricted|Piston|230|91|78|50|37|6500|400|1920|1120|1265|420|3800|1900|25/3|7/10|40/9|204
Cessna Aircraft Company|188 Ag Pickup fixed-prop ('72) restricted|Piston|230|94|83|50|37|7700|460|1740|1040|1265|420|3800|1835|25/3|7/9|40/9|204
Cessna Aircraft Company|A188,A,B, Ag Wagon ('66-'71) normal|Piston|300|131|123|50|37|15700|940|970|610|1265|420|3300|1845|26/3|7/4|40/4|278
Cessna Aircraft Company|188A,B Ag Wagon ('67-'71) fixed-prop normal|Piston|230|103|101|50|37|13000|710|1365|845|1265|420|3300|1815|25/3|7/4|40/4|204
Cessna Aircraft Company|185 F Amph (water) prior '79 = 4-8 gal less fuel|Piston|300|136|130|50|88|16100|950|1710|1125|1480|775|3100|2253|27/6|12/8|35/10|500
Cessna Aircraft Company|A185 F (float) (prior '79 = 4-8 gal less fuel)|Piston|300|141|134|52|88|16400|960|2125|1430|1565|830|3320|1998|27/0|12/2|35/10|522
Cessna Aircraft Company|A185 F (ski) (prior '79=less fuel) '77-78 lgt=27/11|Piston|300|136|131|49|88|15500|860|||||3350|1842|27/10|7/9|35/10|522
Cessna Aircraft Company|A185 F II Skywagon (prior '81=less perform)|Piston|300|155|145|49|88|17900|1075|1430|825|1400|610|3350|1750|25/8|7/9|35/10|645
Cessna Aircraft Company|A 185 E Skywagon|Piston|300|155|147|51|65|17500|1040|1330|745|1400|480|3350|1565|25/6|7/9|36/2|470
Cessna Aircraft Company|185 E Skywagon|Piston|300|153|145|54|65|16900|950|1290|725|1285|625|3300|1560|25/6|7/7|36/2|470
Cessna Aircraft Company|185 A,B,C,D Skywagon|Piston|260|153|145|54|65|17300|1000|1510|650|1265|610|3200|1520|25/5|7/6|36/0|561
Cessna Aircraft Company|R182 II RG Turbo Skylane|Piston|235|187|173|50|92|20000|1040|1570|820|1320|600|3100|1846|28/8|8/11|35/10|845
Cessna Aircraft Company|R182-RG II Skylane (optl EGT required on svc. ceil.)|Piston|235|160|156|50|92|18000|1140|1570|820|1320|600|3100|1809|28/8|8/11|35/10|845
Cessna Aircraft Company|T-182R II Turbo Skylane|Piston|235|168|157|49|92|20000|965|1475|790|1350|590|3100|1781|28/5|9/3|35/10|743
